title,description,price,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher
4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe. Grosszügiger Keller inklusive.,4550.0,4.0,144.5,Bahnhofstrasse 68,8005,Zürich,47.379878,8.514513,Procimmo
Renovierte 3-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht.,3140.0,3.0,90.2,Kirchgasse 22,8005,Zürich,47.383969,8.519236,Livit AG
Zentral gelegene 3.5-Zimmer-Wohnung – Wädenswil,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,2680.0,3.5,96.9,Forchstrasse 131,8820,Wädenswil,47.227454,8.679697,ImmoScout24
Zentral gelegene 3-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive.,2720.0,3.0,98.1,Hohlstrasse 112,8046,Zürich,47.429109,8.519448,ImmoScout24
Geräumige 4.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position.",5310.0,4.5,135.4,Mutschellenstrasse 15,8008,Zürich,47.362965,8.549089,Homegate
Möblierte Apartment – Winterthur,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden.",1530.0,2.0,49.0,Militärstrasse 128,8404,Winterthur,47.485516,8.725622,ImmoScout24
Helle 1-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,840.0,1.0,32.7,Seestrasse 86,8064,Zürich,47.388433,8.497101,ImmoScout24
Möblierte Mietwohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier.",2970.0,3.0,73.5,Zentralstrasse 117,8037,Zürich,47.39545,8.524064,Livit AG
Geräumige 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen.,2800.0,3.5,89.7,Schaffhauserstrasse 147,8037,Zürich,47.39542,8.537155,Privat
Schöne 2.5-Zimmer-Apartment in Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,2100.0,2.5,80.2,Langstrasse 121,8105,Regensdorf,47.431713,8.468348,Procimmo
Schöne 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Einkaufsmöglichkeiten fussläufig erreichbar. Lift im Gebäude vorhanden.,3480.0,4.0,109.1,Mythenquai 83,8048,Zürich,47.381769,8.487539,ImmoScout24
Zentral gelegene 3-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,2270.0,3.0,80.1,Birmensdorferstrasse 46,8064,Zürich,47.38412,8.493305,UBS Real Estate
1.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Lift im Gebäude vorhanden. Gute Anbindung an öffentliche Verkehrsmittel.,1360.0,1.5,,Bucheggstrasse 80,8045,Zürich,47.369368,8.508303,Livit AG
Helle 3-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.",3350.0,3.0,87.1,Hohlstrasse 63,8002,Zürich,47.357444,,Privat
6-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung.,4450.0,6.0,142.9,Albisriederstrasse 2,8047,Zürich,47.382553,8.497202,Wincasa AG
Möblierte Mietwohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung.",5030.0,4.5,131.4,Bahnhofstrasse 97,8004,Zürich,47.372645,8.521135,Homegate
2-Zimmer-Wohnung in Horgen,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,1790.0,2.0,59.5,Albisriederstrasse 72,8810,Horgen,47.259509,8.594121,ImmoScout24
Geräumige 3-Zimmer-Wohnung in Wallisellen,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",2600.0,3.0,88.7,Schaffhauserstrasse 130,8304,Wallisellen,47.417976,8.596634,Homegate
Helle 2-Zimmer-Wohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Ruhige Lage, trotz stadtnaher Position. Lift im Gebäude vorhanden.",2360.0,2.0,57.2,Zürichbergstrasse 34,8002,Zürich,47.3564,8.537627,Wincasa AG
Möblierte 3.5-Zimmer-Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Tiefgaragenplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",4220.0,3.5,96.8,Freiestrasse 70,8008,Zürich,47.356842,8.554664,UBS Real Estate
3.5-Zimmer-Apartment in Thalwil,"Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position.",3140.0,3.5,92.4,Mutschellenstrasse 81,8800,Thalwil,47.286477,8.566477,ImmoScout24
Helle 1.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.,1120.0,1.5,36.8,Forchstrasse 41,8049,Zürich,47.405015,8.49921,Comparis
Schöne 4-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Schöne Aussicht auf die Umgebung.",3170.0,4.0,107.2,Forchstrasse 64,8049,Zürich,47.402511,8.499246,Procimmo
Renovierte 1-Zimmer-Mietwohnung in Küsnacht,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier.",1210.0,1.0,26.8,Freiestrasse 143,8700,Küsnacht,47.311643,8.588418,ImmoScout24
Moderne 1.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne.,1510.0,1.5,54.8,Bahnhofstrasse 16,8057,Zürich,47.411566,8.549105,ImmoScout24
1-Zimmer-Wohnung in Kloten,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,850.0,1.0,34.0,Dörflistrasse 20,8302,Kloten,47.45716,8.590358,ImmoScout24
Moderne 4.5-Zimmer-Wohnung in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung.,3360.0,4.5,126.5,Langstrasse 119,8406,Winterthur,47.513653,8.747019,Homegate
Möblierte Wohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position.",3620.0,,120.4,Jupiterstrasse 110,8051,Zürich,47.403792,8.579301,UBS Real Estate
Renovierte 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,2220.0,2.0,50.6,Albisriederstrasse 9,8001,Zürich,47.376364,8.544863,UBS Real Estate
Schöne 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2990.0,4.0,76.8,Birmensdorferstrasse 23,8002,Zürich,47.358597,8.534466,Privat
Helle 3-Zimmer-Mietwohnung – Embrach,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden.,2110.0,3.0,76.1,Seestrasse 98,8424,Embrach,47.4987,8.600471,Procimmo
Helle 1-Zimmer-Wohnung – Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung. Kindergarten und Schule in unmittelbarer Nähe.,1120.0,1.0,32.8,Rosengartenstrasse 47,8105,Regensdorf,47.432381,8.467252,Wincasa AG
Moderne 3.5-Zimmer-Wohnung in Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung.,2550.0,3.5,99.8,Mythenquai 41,8105,Regensdorf,47.429058,8.46608,Privat
Moderne 2.5-Zimmer-Wohnung in Winterthur,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden.",2000.0,2.5,81.5,Jupiterstrasse 91,8404,Winterthur,47.493533,8.729047,Homegate
Voll möblierte 3.5-Zimmer-Mietwohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Tiefgaragenplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier.",3320.0,3.5,99.2,Limmatstrasse 146,8134,Adliswil,47.311779,8.523952,UBS Real Estate
Voll möblierte 2-Zimmer-Wohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,2060.0,2.0,49.9,Langstrasse 24,8057,Zürich,47.4094,8.540817,Homegate
Helle 2.5-Zimmer-Wohnung – Thalwil,"Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier.",2120.0,2.5,71.6,Heinrichstrasse 52,8800,Thalwil,47.295065,8.568409,Comparis
5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,3900.0,5.0,137.9,Weinbergstrasse 135,8051,Zürich,47.403675,8.567925,Livit AG
Geräumige 5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar.,3990.0,5.0,136.9,Badenerstrasse 35,8046,Zürich,47.425912,8.512709,Wincasa AG
Helle 3.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung.",2160.0,3.5,78.0,Mythenquai 45,8064,Zürich,47.388408,8.487781,Procimmo
Helle 2-Zimmer-Mietwohnung – Meilen,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht.,2010.0,2.0,64.3,Langstrasse 47,8706,Meilen,47.269038,8.648999,UBS Real Estate
3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht.,2700.0,3.5,94.9,Albisriederstrasse 85,8048,Zürich,47.380931,8.480352,Wincasa AG
Voll möblierte 3-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Garage kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung.",2690.0,3.0,81.3,Freiestrasse 3,8304,Wallisellen,47.42011,8.592267,Homegate
Schöne 4-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Lift im Gebäude vorhanden.,4250.0,4.0,124.4,Jupiterstrasse 113,8003,Zürich,47.368934,8.523268,Helvetia Immobilien
Zentral gelegene 2-Zimmer-Apartment – Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht.,2100.0,2.0,62.6,Jupiterstrasse 26,8600,Dübendorf,47.392718,,Homegate
Helle 2.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ruhige Wohnlage im Quartier. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position.",2020.0,2.5,59.3,Bucheggstrasse 6,8045,Zürich,,8.500067,ImmoScout24
Renovierte 3.5-Zimmer-Mietwohnung in Uster,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.,3450.0,3.5,128.8,Forchstrasse 87,8610,Uster,47.347167,8.719425,Procimmo
Helle 4-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,3050.0,4.0,101.0,Militärstrasse 14,8051,Zürich,47.405559,8.573654,Helvetia Immobilien
Moderne 5.5-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,4210.0,5.5,150.3,Dörflistrasse 73,8603,Dübendorf,47.389573,8.637634,Comparis
Schöne 5-Zimmer-Wohnung in Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.,3170.0,5.0,112.4,Birmensdorferstrasse 93,8105,Regensdorf,47.432483,8.467519,ImmoScout24
Geräumige 2.5-Zimmer-Wohnung in Schlieren,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht.,2200.0,2.5,78.4,Seestrasse 53,8952,Schlieren,47.391536,8.452242,Livit AG
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Grosszügiger Keller inklusive. Ruhige Wohnlage im Quartier. Lift im Gebäude vorhanden.,3230.0,3.0,93.7,Kirchgasse 121,8004,Zürich,47.378917,8.525005,Procimmo
3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",2310.0,3.0,67.4,Neptunstrasse 48,8006,Zürich,47.388286,8.5433,Homegate
Geräumige 1.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,1740.0,1.5,48.1,Albisriederstrasse 25,8006,Zürich,47.388677,8.544465,Homegate
Renovierte 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht.,3520.0,4.0,93.0,Jupiterstrasse 134,8004,Zürich,47.367018,8.532971,Procimmo
Renovierte 4-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.,2980.0,4.0,101.1,Langstrasse 129,8046,Zürich,47.429374,8.509472,Comparis
Moderne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Grosszügiger Keller inklusive.,4090.0,3.5,117.2,Militärstrasse 55,8004,Zürich,47.377026,8.529784,Privat
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive.,3410.0,3.0,91.9,Albisriederstrasse 67,8008,Zürich,47.358569,8.560144,Helvetia Immobilien
Zentral gelegene 2-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Schöne Aussicht auf die Umgebung. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar.,1810.0,2.0,60.1,Kirchgasse 142,8045,Zürich,47.36616,8.512094,Helvetia Immobilien
Moderne 3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne. Ruhige Lage, trotz stadtnaher Position.",2810.0,3.0,81.3,Gloriastrasse 29,8006,Zürich,47.394371,8.54597,ImmoScout24
Schöne 2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.,2520.0,2.5,64.2,Bucheggstrasse 138,8008,Zürich,47.365973,8.555409,Livit AG
Furnished 3.5-room Mietwohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Parkplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden.",2900.0,3.5,86.4,Kirchgasse 37,8064,Zürich,47.388738,8.501358,Wincasa AG
Helle 4.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht.,3330.0,4.5,109.6,Seestrasse 87,8049,Zürich,47.397402,8.482425,Privat
Schöne 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive.,2480.0,,80.7,Regensbergstrasse 77,8049,Zürich,47.398705,,ImmoScout24
Zentral gelegene 2.5-Zimmer-Wohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden.",3050.0,2.5,76.0,Aargauerstrasse 114,8002,Zürich,47.356565,8.529709,Homegate
Geräumige 3-Zimmer-Apartment in Wallisellen,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe.",2410.0,3.0,83.9,Militärstrasse 17,8304,Wallisellen,47.415993,8.592615,Homegate
Zentral gelegene 1.5-Zimmer-Wohnung – Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung.,1160.0,1.5,41.1,Quellenstrasse 50,8152,Opfikon,47.42613,8.569514,Wincasa AG
Zentral gelegene 3-Zimmer-Apartment – Dietikon,"Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Ruhige Lage, trotz stadtnaher Position.",2250.0,3.0,80.8,Aargauerstrasse 71,8953,Dietikon,47.401937,8.400944,Homegate
Renovierte 2-Zimmer-Apartment in Schlieren,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden.,1820.0,2.0,62.8,Bellerivestrasse 96,8952,Schlieren,47.397267,8.446506,Wincasa AG
Zentral gelegene 2-Zimmer-Mietwohnung – Thalwil,"Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position.",1580.0,2.0,50.1,Militärstrasse 67,8800,Thalwil,47.292862,8.566719,Comparis
Moderne 2.5-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen.,1500.0,2.5,46.5,Talstrasse 57,8600,Dübendorf,47.396732,8.616333,UBS Real Estate
Zentral gelegene 2.5-Zimmer-Mietwohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne.",2640.0,2.5,72.7,Regensbergstrasse 45,8032,Zürich,47.363086,8.548087,Procimmo
Helle 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar.,3500.0,3.0,92.5,Jupiterstrasse 90,8008,Zürich,47.365355,8.554665,Procimmo
Geräumige 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar.,2420.0,2.0,71.9,Schaffhauserstrasse 2,8037,Zürich,47.391632,8.532439,Livit AG
4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen.,3240.0,4.0,100.5,Hohlstrasse 28,8048,Zürich,47.379782,8.484714,Privat
2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier.,2110.0,2.0,64.4,Albisriederstrasse 133,8004,Zürich,47.376838,8.521097,Homegate
Schöne 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.,3770.0,4.0,121.5,Zentralstrasse 76,8046,Zürich,47.427076,8.516671,Privat
Helle 2-Zimmer-Mietwohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht.,1130.0,2.0,37.5,Josefstrasse 92,8400,Winterthur,47.500148,8.729641,UBS Real Estate
Zentral gelegene 4-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel.,3120.0,4.0,102.1,Regensbergstrasse 67,8049,Zürich,47.403274,8.492398,Wincasa AG
Zentral gelegene 3.5-Zimmer-Apartment – Küsnacht,"Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",3390.0,3.5,99.7,Mythenquai 79,8700,Küsnacht,47.307956,,UBS Real Estate
