title,description,price_chf,number_of_rooms,apartment_size_sqm,address,zip_code,city,latitude,longitude,publisher,distance_to_zurich_center,furnished,parking,rooms_per_sqm
Zentral gelegene 3-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive.,2720.0,3.0,98.1,Hohlstrasse 112,8046,Zürich,47.429109,8.519448,ImmoScout24,6.04,0,0,0.030581039755351685
Geräumige 4.5-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position.",5310.0,4.5,135.4,Mutschellenstrasse 15,8008,Zürich,47.362965,8.549089,Homegate,1.65,0,0,0.03323485967503693
Möblierte Apartment – Winterthur,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Modernes Bad mit Dusche und Badewanne. Balkon mit schöner Aussicht vorhanden.",1530.0,2.0,49.0,Militärstrasse 128,8404,Winterthur,47.485516,8.725622,ImmoScout24,18.36,1,0,0.04081632653061224
Helle 1-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar. Frisch renoviert und neu gestrichen.,840.0,1.0,32.7,Seestrasse 86,8064,Zürich,47.388433,8.497101,ImmoScout24,3.59,0,0,0.030581039755351678
Möblierte Mietwohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier.",2970.0,3.0,73.5,Zentralstrasse 117,8037,Zürich,47.39545,8.524064,Livit AG,2.45,1,1,0.04081632653061224
Geräumige 3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen.,2800.0,3.5,89.7,Schaffhauserstrasse 147,8037,Zürich,47.39542,8.537155,Privat,2.09,0,0,0.03901895206243032
Schöne 2.5-Zimmer-Apartment in Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Kindergarten und Schule in unmittelbarer Nähe.,2100.0,2.5,80.2,Langstrasse 121,8105,Regensdorf,47.431713,8.468348,Procimmo,8.22,0,0,0.031172069825436407
Schöne 4-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Einkaufsmöglichkeiten fussläufig erreichbar. Lift im Gebäude vorhanden.,3480.0,4.0,109.1,Mythenquai 83,8048,Zürich,47.381769,8.487539,ImmoScout24,4.11,0,1,0.03666361136571952
Zentral gelegene 3-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Südausrichtung mit viel natürlichem Licht.,2270.0,3.0,80.1,Birmensdorferstrasse 46,8064,Zürich,47.38412,8.493305,UBS Real Estate,3.73,0,0,0.03745318352059925
Helle 3-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.",3350.0,3.0,87.1,Hohlstrasse 63,8002,Zürich,47.357444,8.535243000000001,Privat,2.22,0,0,0.034443168771526984
6-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung.,4450.0,6.0,142.9,Albisriederstrasse 2,8047,Zürich,47.382553,8.497202,Wincasa AG,3.41,0,0,0.04198740377886634
Möblierte Mietwohnung – Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Einstellplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung.",5030.0,4.5,131.4,Bahnhofstrasse 97,8004,Zürich,47.372645,8.521135,Homegate,1.62,1,1,0.03424657534246575
2-Zimmer-Wohnung in Horgen,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden. Ideale Verkehrsanbindung.,1790.0,2.0,59.5,Albisriederstrasse 72,8810,Horgen,47.259509,8.594121,ImmoScout24,13.64,0,1,0.03361344537815126
Geräumige 3-Zimmer-Wohnung in Wallisellen,"Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Lage, trotz stadtnaher Position.",2600.0,3.0,88.7,Schaffhauserstrasse 130,8304,Wallisellen,47.417976,8.596634,Homegate,6.16,0,0,0.033821871476888386
Helle 2-Zimmer-Wohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Ruhige Lage, trotz stadtnaher Position. Lift im Gebäude vorhanden.",2360.0,2.0,57.2,Zürichbergstrasse 34,8002,Zürich,47.3564,8.537627,Wincasa AG,2.3,0,1,0.03496503496503496
Möblierte 3.5-Zimmer-Wohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Tiefgaragenplatz kann dazugemietet werden. Südausrichtung mit viel natürlichem Licht. Ruhige Wohnlage im Quartier. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne.",4220.0,3.5,96.8,Freiestrasse 70,8008,Zürich,47.356842,8.554664,UBS Real Estate,2.43,1,1,0.036157024793388434
3.5-Zimmer-Apartment in Thalwil,"Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Ruhige Lage, trotz stadtnaher Position.",3140.0,3.5,92.4,Mutschellenstrasse 81,8800,Thalwil,47.286477,8.566477,ImmoScout24,10.23,0,1,0.03787878787878788
Helle 1.5-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einstellplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.,1120.0,1.5,36.8,Forchstrasse 41,8049,Zürich,47.405015,8.49921,Comparis,4.47,0,1,0.04076086956521739
Schöne 4-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier. Schöne Aussicht auf die Umgebung.",3170.0,4.0,107.2,Forchstrasse 64,8049,Zürich,47.402511,8.499246,Procimmo,4.28,0,0,0.03731343283582089
Renovierte 1-Zimmer-Mietwohnung in Küsnacht,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier.",1210.0,1.0,26.8,Freiestrasse 143,8700,Küsnacht,47.311643,8.588418,ImmoScout24,8.06,0,1,0.03731343283582089
Moderne 1.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Lift im Gebäude vorhanden. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne.,1510.0,1.5,54.8,Bahnhofstrasse 16,8057,Zürich,47.411566,8.549105,ImmoScout24,3.89,0,0,0.02737226277372263
1-Zimmer-Wohnung in Kloten,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,850.0,1.0,34.0,Dörflistrasse 20,8302,Kloten,47.45716,8.590358,ImmoScout24,9.65,0,0,0.029411764705882353
Moderne 4.5-Zimmer-Wohnung in Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Modernes Bad mit Dusche und Badewanne. Grosszügiger Keller inklusive. Ideale Verkehrsanbindung.,3360.0,4.5,126.5,Langstrasse 119,8406,Winterthur,47.513653,8.747019,Homegate,21.67,0,0,0.03557312252964427
Renovierte 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Balkon mit schöner Aussicht vorhanden. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe.,2220.0,2.0,50.6,Albisriederstrasse 9,8001,Zürich,47.376364,8.544863,UBS Real Estate,0.25,0,0,0.039525691699604744
Schöne 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe.,2990.0,4.0,76.8,Birmensdorferstrasse 23,8002,Zürich,47.358597,8.534466,Privat,2.11,0,0,0.052083333333333336
Helle 3-Zimmer-Mietwohnung – Embrach,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden.,2110.0,3.0,76.1,Seestrasse 98,8424,Embrach,47.4987,8.600471,Procimmo,14.25,0,1,0.03942181340341656
Helle 1-Zimmer-Wohnung – Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung. Kindergarten und Schule in unmittelbarer Nähe.,1120.0,1.0,32.8,Rosengartenstrasse 47,8105,Regensdorf,47.432381,8.467252,Wincasa AG,8.33,0,1,0.030487804878048783
Moderne 3.5-Zimmer-Wohnung in Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Modernes Bad mit Dusche und Badewanne. Schöne Aussicht auf die Umgebung.,2550.0,3.5,99.8,Mythenquai 41,8105,Regensdorf,47.429058,8.46608,Privat,8.13,0,0,0.03507014028056112
Moderne 2.5-Zimmer-Wohnung in Winterthur,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Lage, trotz stadtnaher Position. Modernes Bad mit Dusche und Badewanne. Lift im Gebäude vorhanden.",2000.0,2.5,81.5,Jupiterstrasse 91,8404,Winterthur,47.493533,8.729047,Homegate,19.15,0,0,0.03067484662576687
Voll möblierte 3.5-Zimmer-Mietwohnung,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Tiefgaragenplatz kann dazugemietet werden. Kindergarten und Schule in unmittelbarer Nähe. Balkon mit schöner Aussicht vorhanden. Ruhige Wohnlage im Quartier.",3320.0,3.5,99.2,Limmatstrasse 146,8134,Adliswil,47.311779,8.523952,UBS Real Estate,7.36,1,1,0.035282258064516125
Voll möblierte 2-Zimmer-Wohnung,Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,2060.0,2.0,49.9,Langstrasse 24,8057,Zürich,47.4094,8.540817,Homegate,3.61,1,0,0.04008016032064128
Helle 2.5-Zimmer-Wohnung – Thalwil,"Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Ruhige Lage, trotz stadtnaher Position. Ruhige Wohnlage im Quartier.",2120.0,2.5,71.6,Heinrichstrasse 52,8800,Thalwil,47.295065,8.568409,Comparis,9.32,0,0,0.03491620111731844
5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht. Lift im Gebäude vorhanden.,3900.0,5.0,137.9,Weinbergstrasse 135,8051,Zürich,47.403675,8.567925,Livit AG,3.57,0,0,0.03625815808556925
Geräumige 5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar.,3990.0,5.0,136.9,Badenerstrasse 35,8046,Zürich,47.425912,8.512709,Wincasa AG,5.87,0,1,0.036523009495982466
Helle 3.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Wohnlage im Quartier. Ruhige Lage, trotz stadtnaher Position. Schöne Aussicht auf die Umgebung.",2160.0,3.5,78.0,Mythenquai 45,8064,Zürich,47.388408,8.487781,Procimmo,4.26,0,0,0.04487179487179487
Helle 2-Zimmer-Mietwohnung – Meilen,Gepflegte Wohnung in sehr gutem Zustand. Gute Anbindung an öffentliche Verkehrsmittel. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht.,2010.0,2.0,64.3,Langstrasse 47,8706,Meilen,47.269038,8.648999,UBS Real Estate,14.47,0,0,0.03110419906687403
3.5-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ruhige Wohnlage im Quartier. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht.,2700.0,3.5,94.9,Albisriederstrasse 85,8048,Zürich,47.380931,8.480352,Wincasa AG,4.64,0,0,0.0368809272918862
Voll möblierte 3-Zimmer-Apartment,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Garage kann dazugemietet werden. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht. Schöne Aussicht auf die Umgebung.",2690.0,3.0,81.3,Freiestrasse 3,8304,Wallisellen,47.42011,8.592267,Homegate,6.13,1,1,0.03690036900369004
Schöne 4-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Ideale Verkehrsanbindung. Grosszügiger Keller inklusive. Lift im Gebäude vorhanden.,4250.0,4.0,124.4,Jupiterstrasse 113,8003,Zürich,47.368934,8.523268,Helvetia Immobilien,1.65,0,0,0.03215434083601286
Zentral gelegene 2-Zimmer-Apartment – Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht.,2100.0,2.0,62.6,Jupiterstrasse 26,8600,Dübendorf,47.392718,8.535243000000001,Homegate,1.82,0,1,0.03194888178913738
Helle 2.5-Zimmer-Apartment – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Ruhige Wohnlage im Quartier. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position.",2020.0,2.5,59.3,Bucheggstrasse 6,8045,Zürich,47.384790499999994,8.500067,ImmoScout24,3.26,0,1,0.04215851602023609
Renovierte 3.5-Zimmer-Mietwohnung in Uster,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Frisch renoviert und neu gestrichen. Ruhige Wohnlage im Quartier. Einkaufsmöglichkeiten fussläufig erreichbar.,3450.0,3.5,128.8,Forchstrasse 87,8610,Uster,47.347167,8.719425,Procimmo,13.79,0,1,0.02717391304347826
Helle 4-Zimmer-Wohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Modernes Bad mit Dusche und Badewanne.,3050.0,4.0,101.0,Militärstrasse 14,8051,Zürich,47.405559,8.573654,Helvetia Immobilien,3.99,0,0,0.039603960396039604
Moderne 5.5-Zimmer-Apartment in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Ideale Verkehrsanbindung.,4210.0,5.5,150.3,Dörflistrasse 73,8603,Dübendorf,47.389573,8.637634,Comparis,7.36,0,0,0.03659347970725216
Schöne 5-Zimmer-Wohnung in Regensdorf,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Gute Anbindung an öffentliche Verkehrsmittel.,3170.0,5.0,112.4,Birmensdorferstrasse 93,8105,Regensdorf,47.432483,8.467519,ImmoScout24,8.33,0,0,0.04448398576512455
Geräumige 2.5-Zimmer-Wohnung in Schlieren,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Südausrichtung mit viel natürlichem Licht.,2200.0,2.5,78.4,Seestrasse 53,8952,Schlieren,47.391536,8.452242,Livit AG,6.93,0,0,0.03188775510204082
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Kindergarten und Schule in unmittelbarer Nähe. Grosszügiger Keller inklusive. Ruhige Wohnlage im Quartier. Lift im Gebäude vorhanden.,3230.0,3.0,93.7,Kirchgasse 121,8004,Zürich,47.378917,8.525005,Procimmo,1.28,0,0,0.032017075773746
3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Balkon mit schöner Aussicht vorhanden. Gute Anbindung an öffentliche Verkehrsmittel. Ruhige Lage, trotz stadtnaher Position.",2310.0,3.0,67.4,Neptunstrasse 48,8006,Zürich,47.388286,8.5433,Homegate,1.27,0,0,0.044510385756676554
Geräumige 1.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Grosszügiger Keller inklusive. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel. Kindergarten und Schule in unmittelbarer Nähe.,1740.0,1.5,48.1,Albisriederstrasse 25,8006,Zürich,47.388677,8.544465,Homegate,1.33,0,0,0.031185031185031183
Renovierte 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Carport kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht.,3520.0,4.0,93.0,Jupiterstrasse 134,8004,Zürich,47.367018,8.532971,Procimmo,1.28,0,1,0.043010752688172046
Renovierte 4-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Ruhige Wohnlage im Quartier. Südausrichtung mit viel natürlichem Licht. Ideale Verkehrsanbindung.,2980.0,4.0,101.1,Langstrasse 129,8046,Zürich,47.429374,8.509472,Comparis,6.32,0,0,0.039564787339268055
Moderne 3.5-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Grosszügiger Keller inklusive.,4090.0,3.5,117.2,Militärstrasse 55,8004,Zürich,47.377026,8.529784,Privat,0.9,0,0,0.029863481228668942
Geräumige 3-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Südausrichtung mit viel natürlichem Licht. Grosszügiger Keller inklusive.,3410.0,3.0,91.9,Albisriederstrasse 67,8008,Zürich,47.358569,8.560144,Helvetia Immobilien,2.47,0,0,0.032644178454842215
Zentral gelegene 2-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Schöne Aussicht auf die Umgebung. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar.,1810.0,2.0,60.1,Kirchgasse 142,8045,Zürich,47.36616,8.512094,Helvetia Immobilien,2.53,0,0,0.033277870216306155
Moderne 3-Zimmer-Apartment in Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Einkaufsmöglichkeiten fussläufig erreichbar. Südausrichtung mit viel natürlichem Licht. Modernes Bad mit Dusche und Badewanne. Ruhige Lage, trotz stadtnaher Position.",2810.0,3.0,81.3,Gloriastrasse 29,8006,Zürich,47.394371,8.54597,ImmoScout24,1.97,0,0,0.03690036900369004
Schöne 2.5-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Carport kann dazugemietet werden. Einkaufsmöglichkeiten fussläufig erreichbar. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung. Ruhige Wohnlage im Quartier.,2520.0,2.5,64.2,Bucheggstrasse 138,8008,Zürich,47.365973,8.555409,Livit AG,1.59,0,1,0.03894080996884735
Furnished 3.5-room Mietwohnung in Zürich,"Die Wohnung ist vollständig möbliert und direkt bezugsbereit. Alle nötigen Möbel, Kühlschrank, Geschirrspüler und Waschmaschine sind vorhanden. Parkplatz kann dazugemietet werden. Gute Anbindung an öffentliche Verkehrsmittel. Schöne Aussicht auf die Umgebung. Ideale Verkehrsanbindung. Balkon mit schöner Aussicht vorhanden.",2900.0,3.5,86.4,Kirchgasse 37,8064,Zürich,47.388738,8.501358,Wincasa AG,3.31,1,1,0.04050925925925926
Helle 4.5-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht.,3330.0,4.5,109.6,Seestrasse 87,8049,Zürich,47.397402,8.482425,Privat,5.01,0,0,0.04105839416058395
Zentral gelegene 2.5-Zimmer-Wohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden.",3050.0,2.5,76.0,Aargauerstrasse 114,8002,Zürich,47.356565,8.529709,Homegate,2.43,0,0,0.03289473684210526
Geräumige 3-Zimmer-Apartment in Wallisellen,"Gepflegte Wohnung in sehr gutem Zustand. Ruhige Lage, trotz stadtnaher Position. Kindergarten und Schule in unmittelbarer Nähe.",2410.0,3.0,83.9,Militärstrasse 17,8304,Wallisellen,47.415993,8.592615,Homegate,5.8,0,0,0.03575685339690107
Zentral gelegene 1.5-Zimmer-Wohnung – Opfikon,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Ideale Verkehrsanbindung. Schöne Aussicht auf die Umgebung.,1160.0,1.5,41.1,Quellenstrasse 50,8152,Opfikon,47.42613,8.569514,Wincasa AG,5.86,0,0,0.0364963503649635
Zentral gelegene 3-Zimmer-Apartment – Dietikon,"Gepflegte Wohnung in sehr gutem Zustand. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Ruhige Lage, trotz stadtnaher Position.",2250.0,3.0,80.8,Aargauerstrasse 71,8953,Dietikon,47.401937,8.400944,Homegate,10.96,0,0,0.03712871287128713
Renovierte 2-Zimmer-Apartment in Schlieren,Gepflegte Wohnung in sehr gutem Zustand. Einkaufsmöglichkeiten fussläufig erreichbar. Kindergarten und Schule in unmittelbarer Nähe. Lift im Gebäude vorhanden.,1820.0,2.0,62.8,Bellerivestrasse 96,8952,Schlieren,47.397267,8.446506,Wincasa AG,7.52,0,0,0.03184713375796178
Zentral gelegene 2-Zimmer-Mietwohnung – Thalwil,"Gepflegte Wohnung in sehr gutem Zustand. Schöne Aussicht auf die Umgebung. Grosszügiger Keller inklusive. Ruhige Lage, trotz stadtnaher Position.",1580.0,2.0,50.1,Militärstrasse 67,8800,Thalwil,47.292862,8.566719,Comparis,9.53,0,0,0.03992015968063872
Moderne 2.5-Zimmer-Mietwohnung in Dübendorf,Gepflegte Wohnung in sehr gutem Zustand. Parkplatz kann dazugemietet werden. Grosszügiger Keller inklusive. Kindergarten und Schule in unmittelbarer Nähe. Schöne Aussicht auf die Umgebung. Frisch renoviert und neu gestrichen.,1500.0,2.5,46.5,Talstrasse 57,8600,Dübendorf,47.396732,8.616333,UBS Real Estate,6.04,0,1,0.053763440860215055
Zentral gelegene 2.5-Zimmer-Mietwohnung – Zürich,"Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Ruhige Lage, trotz stadtnaher Position. Balkon mit schöner Aussicht vorhanden. Frisch renoviert und neu gestrichen. Modernes Bad mit Dusche und Badewanne.",2640.0,2.5,72.7,Regensbergstrasse 45,8032,Zürich,47.363086,8.548087,Procimmo,1.61,0,1,0.0343878954607978
Helle 3-Zimmer-Apartment – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Frisch renoviert und neu gestrichen. Kindergarten und Schule in unmittelbarer Nähe. Einkaufsmöglichkeiten fussläufig erreichbar.,3500.0,3.0,92.5,Jupiterstrasse 90,8008,Zürich,47.365355,8.554665,Procimmo,1.61,0,0,0.032432432432432434
Geräumige 2-Zimmer-Mietwohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Frisch renoviert und neu gestrichen. Einkaufsmöglichkeiten fussläufig erreichbar.,2420.0,2.0,71.9,Schaffhauserstrasse 2,8037,Zürich,47.391632,8.532439,Livit AG,1.78,0,0,0.027816411682892905
4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Moderne Einbauküche vorhanden. Parkplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Balkon mit schöner Aussicht vorhanden. Modernes Bad mit Dusche und Badewanne. Frisch renoviert und neu gestrichen.,3240.0,4.0,100.5,Hohlstrasse 28,8048,Zürich,47.379782,8.484714,Privat,4.3,0,1,0.03980099502487562
2-Zimmer-Wohnung in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Grosszügiger Keller inklusive. Frisch renoviert und neu gestrichen. Lift im Gebäude vorhanden. Ruhige Wohnlage im Quartier.,2110.0,2.0,64.4,Albisriederstrasse 133,8004,Zürich,47.376838,8.521097,Homegate,1.55,0,0,0.03105590062111801
Schöne 4-Zimmer-Apartment in Zürich,Gepflegte Wohnung in sehr gutem Zustand. Garage kann dazugemietet werden. Modernes Bad mit Dusche und Badewanne. Einkaufsmöglichkeiten fussläufig erreichbar. Gute Anbindung an öffentliche Verkehrsmittel. Lift im Gebäude vorhanden.,3770.0,4.0,121.5,Zentralstrasse 76,8046,Zürich,47.427076,8.516671,Privat,5.89,0,1,0.03292181069958848
Helle 2-Zimmer-Mietwohnung – Winterthur,Gepflegte Wohnung in sehr gutem Zustand. Kindergarten und Schule in unmittelbarer Nähe. Ruhige Wohnlage im Quartier. Balkon mit schöner Aussicht vorhanden. Südausrichtung mit viel natürlichem Licht.,1130.0,2.0,37.5,Josefstrasse 92,8400,Winterthur,47.500148,8.729641,UBS Real Estate,19.69,0,0,0.05333333333333334
Zentral gelegene 4-Zimmer-Mietwohnung – Zürich,Gepflegte Wohnung in sehr gutem Zustand. Tiefgaragenplatz kann dazugemietet werden. Lift im Gebäude vorhanden. Frisch renoviert und neu gestrichen. Südausrichtung mit viel natürlichem Licht. Gute Anbindung an öffentliche Verkehrsmittel.,3120.0,4.0,102.1,Regensbergstrasse 67,8049,Zürich,47.403274,8.492398,Wincasa AG,4.73,0,1,0.039177277179236046
